horaEjecucion,tiempo(segundos),dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,instructions,cache_misses,all_per_cache,cache_references,branches,per_cpu
11:44:49.723148110,0.25,1596638,60437269,11419541,2077629,35161288,8230978,122187,3.392,3601807,1797966,99.75
11:44:51.570640428,0.25,106985,2335775,1079883,541302,31032229,7005140,103286,3.420,3020246,1559118,99.69
11:44:53.436212991,0.25,312573,5809913,1007377,508463,30843120,7104108,105847,3.472,3048449,1566834,99.31
11:44:55.314918211,0.25,4742077,110239165,6090678,2023118,40001762,8562963,130292,3.481,3743164,1845444,98.86
11:44:57.434411887,0.25,568667,11858172,1259062,606070,30841976,7089089,107373,3.511,3058356,1582078,99.74
11:44:59.328049855,0.25,371214,7654323,1229122,637688,31235267,7020540,107387,3.537,3036425,1541781,99.66
11:45:01.193748174,0.25,107969,2410965,4025329,1696166,32537747,7335107,112518,3.560,3160456,1602758,99.55
11:45:03.049171710,0.25,92252,2060512,3126874,1420643,34728399,7757740,122353,3.615,3384646,1682559,99.63
11:45:04.892294765,0.25,106595,2329582,1264880,643138,92306742,19634410,380696,3.851,9886044,4063090,99.58
11:45:06.780316874,0.25,97323,2184912,1061084,520323,121424506,25868637,522280,3.924,13309064,5169874,99.56
11:45:08.656444183,0.25,126139,2691923,1098043,522608,31514910,7211643,114082,3.619,3152427,1591780,99.61
11:45:10.515441179,0.25,116615,2416995,1167793,589165,43106558,10605386,147315,3.136,4697069,2316620,99.55
11:45:12.400090517,0.25,109874,2452287,1157255,588884,35671222,8475761,109713,2.986,3674453,1854329,99.57
11:45:14.293040258,0.25,98870,2360689,1531785,711505,546186960,90787857,1596834,4.046,39464143,18127497,99.55
11:45:16.241957060,0.25,90351,2018643,1134527,576633,37140209,8685816,123784,3.245,3815023,1846898,98.65
11:45:18.113603207,0.25,91074,2044571,1304080,648580,34712824,7755892,117175,3.470,3376503,1708826,99.64
11:45:19.968918986,0.25,90193,2118136,1260585,601654,39476840,8942596,147368,3.779,3899624,1955896,99.60
