timestamp1,Hora,timestamp2,Hpaso21,Hpaso22
2019-01-20 01:38:00.839454,2019-01-20 01:38:11.86,2019-01-20 01:38:10.914732,2019-01-20 01:38:01.48,2019-01-20 01:38:11.71
2019-01-20 01:38:00.852515,2019-01-20 01:38:12.755,2019-01-20 01:38:10.926600,2019-01-20 01:38:01.66,2019-01-20 01:38:12.753
2019-01-20 01:38:00.836030,2019-01-20 01:38:12.795,2019-01-20 01:38:10.911404,2019-01-20 01:38:01.159,2019-01-20 01:38:12.792
2019-01-20 01:38:00.823860,2019-01-20 01:38:12.838,2019-01-20 01:38:10.901351,2019-01-20 01:38:01.183,2019-01-20 01:38:12.833
2019-01-20 01:38:00.837897,2019-01-20 01:38:13.15,2019-01-20 01:38:10.913056,2019-01-20 01:38:01.170,2019-01-20 01:38:13.13
2019-01-20 01:38:00.842788,2019-01-20 01:38:13.998,2019-01-20 01:38:10.922343,2019-01-20 01:38:01.183,2019-01-20 01:38:13.995
2019-01-20 01:38:00.844997,2019-01-20 01:38:14.670,2019-01-20 01:38:10.924220,2019-01-20 01:38:01.181,2019-01-20 01:38:14.666
2019-01-20 01:38:00.836324,2019-01-20 01:38:14.715,2019-01-20 01:38:10.911661,2019-01-20 01:38:01.177,2019-01-20 01:38:14.709
2019-01-20 01:38:00.836592,2019-01-20 01:38:14.757,2019-01-20 01:38:10.911913,2019-01-20 01:38:01.180,2019-01-20 01:38:14.750
2019-01-20 01:38:00.824926,2019-01-20 01:38:14.800,2019-01-20 01:38:10.902155,2019-01-20 01:38:01.152,2019-01-20 01:38:14.795
2019-01-20 01:38:00.845442,2019-01-20 01:38:14.841,2019-01-20 01:38:10.924576,2019-01-20 01:38:01.166,2019-01-20 01:38:14.837
2019-01-20 01:38:00.840043,2019-01-20 01:38:14.886,2019-01-20 01:38:10.922156,2019-01-20 01:38:01.63,2019-01-20 01:38:14.880
2019-01-20 01:38:00.827283,2019-01-20 01:38:14.930,2019-01-20 01:38:10.904502,2019-01-20 01:38:01.50,2019-01-20 01:38:14.927
